MasterVM, BackupDS,
JDE-UNITY10
JDE-UNITY86
MMU_JD_CCX_PRI_01
MMU_JD_EXCHUM_01
MMU_JD_EXCHUM_02
MMU_JD_MOH_01
MMU_JD_MOH_02
MMU_JD_PRE_PRI_01
MMU_JD_TFTP_01
MMU_JD_TFTP_02
MMU_JD_UCM_PUB_01
MMU_JD_UCM_SUB_02
